did,r_type,r_name,r_character,myroom_move,r_rarity,t_normal_shout1,t_normal_shout2,t_good_shout1,t_good_shout2,t_best_shout1,t_best_shout2,t_normal_phrase1,t_normal_phrase2,t_normal_phrase3,t_good_phrase1,t_good_phrase2,t_good_phrase3,t_best_phrase1,t_best_phrase2,t_best_phrase3,t_lobby_touch1,t_lobby_touch2,t_lobby_touch3,t_lobby_touch4,t_forest_heart,t_party_in,t_party_out,t_lobby_induce,t_lobby_present,t_lobby_end,t_dragon_appear,lactea_sorrow,lactea_bye,lactea_farewell,mail_message,party_in_induce
120412,optatio,물 옵타티오,굳건함,fly_slow,rare,입자포 가속!,목표물 포착!,대상 제거!,위기 제어 실시,위협 요소 차단,소거 프로세스 가동,에너지 충전 중…,자동 수리 중…,에너지 최대 절약 중… 반응 없을 수 있음.,충전 진행률 50%,자동수리 완료 시간... 측정 불가,시스템 디버그 진행 중...,충전 최대치. 명령을 기다립니다. 마스터.,상시 출격 가능 모드로 대기 중.,시스템 디버그 완료. 오류 발생률 0.000%,시스템 이상 없음.,기상 상태 좋음.,변동 사항 확인 중.,최신 정보 갱신 중.,지급 완료,출동 준비 완료.,대기 모드 전환,system : 선물이 도착했습니다.,지급 완료,system : 선물을 준비 중입니다.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,내가 활약할 차례야!
120413,optatio,불 옵타티오,굳건함,fly_slow,rare,입자포 가속!,목표물 포착!,대상 제거!,위기 제어 실시,위협 요소 차단,소거 프로세스 가동,에너지 충전 중…,자동 수리 중…,에너지 최대 절약 중… 반응 없을 수 있음.,충전 진행률 50%,자동수리 완료 시간... 측정 불가,시스템 디버그 진행 중...,충전 최대치. 명령을 기다립니다. 마스터.,상시 출격 가능 모드로 대기 중.,시스템 디버그 완료. 오류 발생률 0.000%,시스템 이상 없음.,기상 상태 좋음.,변동 사항 확인 중.,최신 정보 갱신 중.,지급 완료,출동 준비 완료.,대기 모드 전환,system : 선물이 도착했습니다.,지급 완료,system : 선물을 준비 중입니다.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,나도 싸울 수 있어!
120414,optatio,빛 옵타티오,굳건함,fly_slow,rare,입자포 가속!,목표물 포착!,대상 제거!,위기 제어 실시,위협 요소 차단,소거 프로세스 가동,에너지 충전 중…,자동 수리 중…,에너지 최대 절약 중… 반응 없을 수 있음.,충전 진행률 50%,자동수리 완료 시간... 측정 불가,시스템 디버그 진행 중...,충전 최대치. 명령을 기다립니다. 마스터.,상시 출격 가능 모드로 대기 중.,시스템 디버그 완료. 오류 발생률 0.000%,시스템 이상 없음.,기상 상태 좋음.,변동 사항 확인 중.,최신 정보 갱신 중.,지급 완료,출동 준비 완료.,대기 모드 전환,system : 선물이 도착했습니다.,지급 완료,system : 선물을 준비 중입니다.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,발톱이 근질근질한데?
120415,optatio,어둠 옵타티오,굳건함,fly_slow,rare,입자포 가속!,목표물 포착!,대상 제거!,위기 제어 실시,위협 요소 차단,소거 프로세스 가동,에너지 충전 중…,자동 수리 중…,에너지 최대 절약 중… 반응 없을 수 있음.,충전 진행률 50%,자동수리 완료 시간... 측정 불가,시스템 디버그 진행 중...,충전 최대치. 명령을 기다립니다. 마스터.,상시 출격 가능 모드로 대기 중.,시스템 디버그 완료. 오류 발생률 0.000%,시스템 이상 없음.,기상 상태 좋음.,변동 사항 확인 중.,최신 정보 갱신 중.,지급 완료,출동 준비 완료.,대기 모드 전환,system : 선물이 도착했습니다.,지급 완료,system : 선물을 준비 중입니다.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,날 데려가면 좋은 일이 있을거야
120421,suradragon,땅 수라드래곤,의로움,fly_normal,hero,극락왕생!,성불해라!,업화!,조화의 조율을.,성불해라!,번뇌의 고통을!,내가 바로 영겁의 수호자.,조화롭게.,만물의 이치를 이해하세요.,세속적이고 하찮은 욕심을 버려라.,미망에서 깨어나 진실을 마주해라.,내가 바로 영겁의 수호자.,네가 걸어나갈 길을 함께 가고 싶구나.,너는 이 세상의 이치를 이해했구나.,"만물과 조화를 이루고, 그 안의 평온을 찾아라.",정진해라.,조화롭게.,궁금한 것이 있느냐.,치우치지 않아야 한다.,수행에 도움이 되길.,조화롭게.,너의 생각이 그렇다면.,준비한 게 있다.,수행에 도움이 되길.,욕심을 버려라.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,내가 활약할 차례야!
120422,suradragon,물 수라드래곤,의로움,fly_normal,hero,극락왕생!,성불해라!,업화!,조화의 조율을.,성불해라!,번뇌의 고통을!,내가 바로 영겁의 수호자.,조화롭게.,만물의 이치를 이해하세요.,세속적이고 하찮은 욕심을 버려라.,미망에서 깨어나 진실을 마주해라.,내가 바로 영겁의 수호자.,네가 걸어나갈 길을 함께 가고 싶구나.,너는 이 세상의 이치를 이해했구나.,"만물과 조화를 이루고, 그 안의 평온을 찾아라.",정진해라.,조화롭게.,궁금한 것이 있느냐.,치우치지 않아야 한다.,수행에 도움이 되길.,조화롭게.,너의 생각이 그렇다면.,준비한 게 있다.,수행에 도움이 되길.,욕심을 버려라.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120423,suradragon,불 수라드래곤,의로움,fly_normal,hero,극락왕생!,성불해라!,업화!,조화의 조율을.,성불해라!,번뇌의 고통을!,내가 바로 영겁의 수호자.,조화롭게.,만물의 이치를 이해하세요.,세속적이고 하찮은 욕심을 버려라.,미망에서 깨어나 진실을 마주해라.,내가 바로 영겁의 수호자.,네가 걸어나갈 길을 함께 가고 싶구나.,너는 이 세상의 이치를 이해했구나.,"만물과 조화를 이루고, 그 안의 평온을 찾아라.",정진해라.,조화롭게.,궁금한 것이 있느냐.,치우치지 않아야 한다.,수행에 도움이 되길.,조화롭게.,너의 생각이 그렇다면.,준비한 게 있다.,수행에 도움이 되길.,욕심을 버려라.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120425,suradragon,어둠 수라드래곤,의로움,fly_normal,hero,극락왕생!,성불해라!,업화!,조화의 조율을.,성불해라!,번뇌의 고통을!,내가 바로 영겁의 수호자.,조화롭게.,만물의 이치를 이해하세요.,세속적이고 하찮은 욕심을 버려라.,미망에서 깨어나 진실을 마주해라.,내가 바로 영겁의 수호자.,네가 걸어나갈 길을 함께 가고 싶구나.,너는 이 세상의 이치를 이해했구나.,"만물과 조화를 이루고, 그 안의 평온을 찾아라.",정진해라.,조화롭게.,궁금한 것이 있느냐.,치우치지 않아야 한다.,수행에 도움이 되길.,조화롭게.,너의 생각이 그렇다면.,준비한 게 있다.,수행에 도움이 되길.,욕심을 버려라.,,어? 정말이야?,그럼 가볼게,함께했던 시간 오래도록 기억할게,챙겨줘서 고마워!,발톱이 근질근질한데?
120431,smartdragon,땅 스마트드래곤,수줍음,object_book,legend,이번 문제는!,스마트 히트!,발상의 차이!,천재적인 작문력!,스마트 차트!,다르게 생각해!,"협력과 지원, 이것이 필승의 과학입니다.","전투는 몸이 하지만, 승리는 머리로 하는 거지요.","과학처럼 정확하게, 수학처럼 정밀하게!",다음 전투를 계산하고 있습니다만.,말로 설명할 수 있는 게 아닙니다만.,지혜의 바다는 끝이 없습니다.,작문력이 느셨군요!,훌륭한 발상입니다.,제 계산대로입니다.,용건만 간단히.,발상이 좀...,공부하세요.,스마트하게!,딱 맞아떨어지는군요.,스마트한 선택이군요.,이건 계산밖입니다만.,이게 뭔지 맞춰보겠습니까?,딱 맞아떨어지는군요.,진리는 물질에 있는 게 아닙니다만…,,어? 정말이야?,그럼 가볼게,함께했던 시간 오래도록 기억할게,챙겨줘서 고마워!,발톱이 근질근질한데?
120432,smartdragon,물 스마트드래곤,수줍음,object_book,legend,이번 그림은!,스마트 아트!,필압의 차이!,예술적인 터치감!,스마트 아트!,참 쉽죠?,"협력과 지원, 이것이 필승의 과학입니다.","전투는 몸이 하지만, 승리는 머리로 하는 거지요.","과학처럼 정확하게, 예술처럼 우아하게!",다음 전투를 계산하고 있습니다만.,말로 설명할 수 있는 게 아닙니다만.,지혜의 바다는 끝이 없습니다.,터치감이 좋은데요!,예술적인 터치입니다.,제 예상대로입니다.,용건만 간단히.,붓터치가 좀...,연습하세요.,스마트하게!,딱 맞아떨어지는군요.,스마트한 선택이군요.,이건 예상밖입니다만.,이게 뭔지 맞춰보겠습니까?,딱 맞아떨어지는군요.,진리는 물질에 있는 게 아닙니다만…,,어? 정말이야?,그럼 가볼게,함께했던 시간 오래도록 기억할게,챙겨줘서 고마워!,발톱이 근질근질한데?
120433,smartdragon,불 스마트드래곤,수줍음,object_book,legend,이번 곡은!,스마트 비트!,음질의 차이!,혁신적인 리듬감!,스마트 비트!,볼륨 최대로!,"협력과 지원, 이것이 필승의 과학입니다.","전투는 몸이 하지만, 승리는 머리로 하는 거지요.","과학처럼 정확하게, 음악처럼 아름답게!",다음 전투를 계산하고 있습니다만.,말로 설명할 수 있는 게 아닙니다만.,지혜의 바다는 끝이 없습니다.,리듬감이 살아있군요!,음정이 제대로입니다.,제 감각대로입니다.,용건만 간단히.,음정이 좀...,청음하세요.,스마트하게!,딱 맞아떨어지는군요.,스마트한 선택이군요.,이건 감각밖입니다만.,이게 뭔지 맞춰보겠습니까?,딱 맞아떨어지는군요.,진리는 물질에 있는 게 아닙니다만…,,어? 정말이야?,그럼 가볼게,함께했던 시간 오래도록 기억할게,챙겨줘서 고마워!,발톱이 근질근질한데?
120434,smartdragon,빛 스마트드래곤,수줍음,object_book,legend,이번 기도는!,스마트 블레스!,믿음의 차이!,은혜로운 신성력!,스마트 프레이!,기도하세요!,"협력과 지원, 이것이 필승의 과학입니다.","전투는 몸이 하지만, 승리는 머리로 하는 거지요.","과학처럼 정확하게, 신앙처럼 고결하게!",다음 전투를 계산하고 있습니다만.,말로 설명할 수 있는 게 아닙니다만.,지혜의 바다는 끝이 없습니다.,신앙심이 느셨군요!,훌륭한 기도입니다.,신의 예견대로입니다.,용건만 간단히.,기도가 좀...,기도하세요.,스마트하게!,딱 맞아떨어지는군요.,스마트한 선택이군요.,이건 예상밖입니다만.,이게 뭔지 맞춰보겠습니까?,딱 맞아떨어지는군요.,진리는 물질에 있는 게 아닙니다만…,,,,,,
120435,smartdragon,어둠 스마트드래곤,수줍음,object_book,legend,이번 주술은!,스마트 스펠!,증오의 차이!,악마적인 주술력!,스마트 커스!,무서워하지 말라구!,"협력과 지원, 이것이 필승의 과학입니다.","전투는 몸이 하지만, 승리는 머리로 하는 거지요.","과학처럼 정확하게, 주술처럼 신묘하게!",다음 전투를 계산하고 있습니다만.,말로 설명할 수 있는 게 아닙니다만.,지혜의 바다는 끝이 없습니다.,새로운 강령술을 배우셨군요!,나쁘지않은 주술입니다.,제 계획대로입니다.,용건만 간단히.,주술이 좀...,연습하세요.,스마트하게!,딱 맞아떨어지는군요.,스마트한 선택이군요.,이건 계산밖입니다만.,이게 뭔지 맞춰보겠습니까?,딱 맞아떨어지는군요.,진리는 물질에 있는 게 아닙니다만…,,,,,,
120391,wonderdragon,땅 원더드래곤,고고함,fly_slow,hero,크아아아!,파괴한다!,부순다!,사라져라!,파괴한다!,오직 절망만을!,큭큭... 내가 있던 세계와는 많이 다른 곳이군.,어두워야만 보이는 풍경들이 있지.,나는... 어둠 속의 그림자.,내 정체에 대해선 궁금해하지 않는 것이 좋을거야.,내 힘이 알고싶다면 직접 맞부딪혀 보아라.,과연 네 녀석이 내 힘을 다룰 수 있을까?,인정해야겠군. 나를 다룰 수 있던 건 네가 처음이다.,이제 나의 힘은 온전히 너의 의지대로...,너를 가로막는 모든 존재는 죽음을 각오해야할 것이다.,무슨 일인가?,구름 한 점 없구나,오늘 어떤 일들이 생길지..,할말 있는가?,그댈 위해 준비했소,시작해볼까??,흠.. 아쉽구나,볼일이 좀 있는데,그댈 위해 준비했소,나중에 다시 챙겨줄게,,어? 정말이야?,그럼 가볼게,함께했던 시간 오래도록 기억할게,챙겨줘서 고마워!,발톱이 근질근질한데?
120392,wonderdragon,물 원더드래곤,고고함,fly_slow,hero,크아아아!,파괴한다!,부순다!,사라져라!,파괴한다!,오직 절망만을!,큭큭... 내가 있던 세계와는 많이 다른 곳이군.,어두워야만 보이는 풍경들이 있지.,나는... 어둠 속의 그림자.,내 정체에 대해선 궁금해하지 않는 것이 좋을거야.,내 힘이 알고싶다면 직접 맞부딪혀 보아라.,과연 네 녀석이 내 힘을 다룰 수 있을까?,인정해야겠군. 나를 다룰 수 있던 건 네가 처음이다.,이제 나의 힘은 온전히 너의 의지대로...,너를 가로막는 모든 존재는 죽음을 각오해야할 것이다.,무슨 일인가?,구름 한 점 없구나,오늘 어떤 일들이 생길지..,할말 있는가?,그댈 위해 준비했소,시작해볼까?,흠.. 아쉽구나,볼일이 좀 있는데,그댈 위해 준비했소,나중에 다시 챙겨줄게,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,나도 싸울 수 있어!
120393,wonderdragon,불 원더드래곤,고고함,fly_slow,hero,크아아아!,파괴한다!,부순다!,사라져라!,파괴한다!,오직 절망만을!,큭큭... 내가 있던 세계와는 많이 다른 곳이군.,어두워야만 보이는 풍경들이 있지.,나는... 어둠 속의 그림자.,내 정체에 대해선 궁금해하지 않는 것이 좋을거야.,내 힘이 알고싶다면 직접 맞부딪혀 보아라.,과연 네 녀석이 내 힘을 다룰 수 있을까?,인정해야겠군. 나를 다룰 수 있던 건 네가 처음이다.,이제 나의 힘은 온전히 너의 의지대로...,너를 가로막는 모든 존재는 죽음을 각오해야할 것이다.,무슨 일인가?,구름 한 점 없구나,오늘 어떤 일들이 생길지..,할말 있는가?,그댈 위해 준비했소,시작해볼까?,흠.. 아쉽구나,볼일이 좀 있는데,그댈 위해 준비했소,나중에 다시 챙겨줄게,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120395,wonderdragon,어둠 원더드래곤,고고함,fly_slow,hero,크아아아!,파괴한다!,부순다!,사라져라!,파괴한다!,오직 절망만을!,큭큭... 내가 있던 세계와는 많이 다른 곳이군.,어두워야만 보이는 풍경들이 있지.,나는... 어둠 속의 그림자.,내 정체에 대해선 궁금해하지 않는 것이 좋을거야.,내 힘이 알고싶다면 직접 맞부딪혀 보아라.,과연 네 녀석이 내 힘을 다룰 수 있을까?,인정해야겠군. 나를 다룰 수 있던 건 네가 처음이다.,이제 나의 힘은 온전히 너의 의지대로...,너를 가로막는 모든 존재는 죽음을 각오해야할 것이다.,무슨 일인가?,구름 한 점 없구나,오늘 어떤 일들이 생길지..,할말 있는가?,그댈 위해 준비했소,시작해볼까?,흠.. 아쉽구나,볼일이 좀 있는데,그댈 위해 준비했소,나중에 다시 챙겨줄게,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,날 데려가면 좋은 일이 있을거야
120443,arjuna,불 아르주나,의로움,fly_normal,hero,물러나라!,속죄하라.,인도자의 길!,아모르의 은총!,성심을 굳건하게!,모두 내 손으로 끊는다!,"나의 숙명, 나의 그림자, 카르나여…",운명의 결전이 다가오는구나.,더 이상은 피하지 않겠다.,그림자는 떼어버릴 수 없지.,운명의 결전이 다가오는구나.,나를 향한 뒤틀린 증오가 느껴지는구나.,나는 내 운명을 따라 걷고있다.,이것 또한 나의 사명. 어둠에 굴복하지 않을 것이다.,이제 내 싸움의 끝을 내야만 한다.,막아야 한다.,이것도 운명이겠지.,끊어내야만 한다.,말해보아라.,가끔 이런 게 생기지.,결전의 시간인가.,아직 때가 아니군.,여길 보겠나?,가끔 이런 게 생기지.,더는 없다.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,내가 활약할 차례야!
120444,arjuna,빛 아르주나,의로움,fly_normal,hero,물러나라!,속죄하라.,인도자의 길!,아모르의 은총!,성심을 굳건하게!,모두 내 손으로 끊는다!,"나의 숙명, 나의 그림자, 카르나여…",운명의 결전이 다가오는구나.,더 이상은 피하지 않겠다.,그림자는 떼어버릴 수 없지.,운명의 결전이 다가오는구나.,나를 향한 뒤틀린 증오가 느껴지는구나.,나는 내 운명을 따라 걷고있다.,이것 또한 나의 사명. 어둠에 굴복하지 않을 것이다.,이제 내 싸움의 끝을 내야만 한다.,막아야 한다.,이것도 운명이겠지.,끊어내야만 한다.,말해보아라.,가끔 이런 게 생기지.,결전의 시간인가.,아직 때가 아니군.,여길 보겠나?,가끔 이런 게 생기지.,더는 없다.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,내가 활약할 차례야!
120451,karna,땅 카르나,의로움,fly_normal,legend,꺼져라!,악몽 속으로…,복수의 기회!,이것이 나의 증오다!,고통의 시간이다!,복수의 시간!,천 개의 악몽을 건너왔다.,고통이 나를 키웠다.,나는 빛의 그림자…,빛이 밝을수록 그림자는 짙어지는 법.,고통이 나를 키웠다.,증오만이 나를 살게 하지.,"아르주나도, 이 세상도...모두 없애버릴 것이다.",나를 막는 자는 끝없는 악몽 속에 갇힐 것이다.,끝이 가까워지고 있다.,복수할 것이다.,모조리 부숴버리겠다.,증오한다...,장난칠 기분이 아니다.,쓸데 없는 것들이지.,장난은 끝났다.,우습군.,가져라.,쓸데 없는 것들이지.,보채지 마라!,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,나도 싸울 수 있어!
120454,karna,빛 카르나,의로움,fly_normal,legend,꺼져라!,악몽 속으로…,복수의 기회!,이것이 나의 증오다!,고통의 시간이다!,복수의 시간!,천 개의 악몽을 건너왔다.,고통이 나를 키웠다.,나는 빛의 그림자…,빛이 밝을수록 그림자는 짙어지는 법.,고통이 나를 키웠다.,증오만이 나를 살게 하지.,"아르주나도, 이 세상도...모두 없애버릴 것이다.",나를 막는 자는 끝없는 악몽 속에 갇힐 것이다.,끝이 가까워지고 있다.,복수할 것이다.,모조리 부숴버리겠다.,증오한다...,장난칠 기분이 아니다.,쓸데 없는 것들이지.,장난은 끝났다.,우습군.,가져라.,쓸데 없는 것들이지.,보채지 마라!,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,나도 싸울 수 있어!
120455,karna,어둠 카르나,의로움,fly_normal,legend,꺼져라!,악몽 속으로…,복수의 기회!,이것이 나의 증오다!,고통의 시간이다!,복수의 시간!,천 개의 악몽을 건너왔다.,고통이 나를 키웠다.,나는 빛의 그림자…,빛이 밝을수록 그림자는 짙어지는 법.,고통이 나를 키웠다.,증오만이 나를 살게 하지.,"아르주나도, 이 세상도...모두 없애버릴 것이다.",나를 막는 자는 끝없는 악몽 속에 갇힐 것이다.,끝이 가까워지고 있다.,복수할 것이다.,모조리 부숴버리겠다.,증오한다...,장난칠 기분이 아니다.,쓸데 없는 것들이지.,장난은 끝났다.,우습군.,가져라.,쓸데 없는 것들이지.,보채지 마라!,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,나도 싸울 수 있어!
120462,verus,물 베루스,의로움,fly_normal,legend,진리를 깨우쳐라!,사라져라.,사라져라.,상대할 가치도 없구나.,사라져라.,상대할 가치도 없구나.,나는 진리의 추구자.,넌 네게 어떤 진리를 보여줄 수 있지?,"이 세상 속에 숨어있는 진실을, 넌 이해할 수 있을까?","과거, 현재, 미래. 그 셋을 관통하는 단 하나의 진리를 찾는다.",세상에 영원 불멸인 것은 하나 뿐이지.,"마음의 눈으로, 세상을 마주해라.",모든 것을 깨우친 나를 막을 존재는 없다.,너도 이 세상의 진리를 받아들일 준비가 되었구나.,두려워 마라. 이 세상에 널 막을 자는 존재하지 않는다.,무슨 일인가.,잠시 생각 중이었다.,할 말이 있는가?,내게 부탁이라도?,도움이 되었길 바란다.,현명한 선택이다.,후회하지 않길 바란다.,준비한게 있어,도움이 되었길 바래,과욕은 금물이야,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120463,verus,불 베루스,의로움,fly_normal,legend,진리를 깨우쳐라!,사라져라.,사라져라.,상대할 가치도 없구나.,사라져라.,상대할 가치도 없구나.,나는 진리의 추구자.,넌 네게 어떤 진리를 보여줄 수 있지?,"이 세상 속에 숨어있는 진실을, 넌 이해할 수 있을까?","과거, 현재, 미래. 그 셋을 관통하는 단 하나의 진리를 찾는다.",세상에 영원 불멸인 것은 하나 뿐이지.,"마음의 눈으로, 세상을 마주해라.",모든 것을 깨우친 나를 막을 존재는 없다.,너도 이 세상의 진리를 받아들일 준비가 되었구나.,두려워 마라. 이 세상에 널 막을 자는 존재하지 않는다.,무슨 일인가.,잠시 생각 중이었다.,할 말이 있는가?,내게 부탁이라도?,도움이 되었길 바란다.,현명한 선택이다.,후회하지 않길 바란다.,준비한게 있어,도움이 되었길 바래,과욕은 금물이야,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,날 데려가면 좋은 일이 있을거야
120061,estimia,땅 에스티미아,경건함,fly_normal,rare,도와드릴게요.,풍요롭게.,두려워 마세요.,제게 맡기세요.,풍요의 기운이 함께하길.,제가 지켜드릴게요.,자연의 품에 안기세요.,숲의 고요함을 느껴봐요.,푸르른 세계가 그립군요.,평화로운 하늘와 풍요로운 대지!,잠깐의 평화를 즐겨봐요.,짧은 만큼 이 순간은 소중한 것이니까.,모두가 풍요 속에 평안하기를.,함께 평화를 만들어가도록 해요.,지금의 그 모습을 잊지마세요!,어떤 일이죠?,오늘따라 낙엽이 예쁘네요.,평안한 하루가 되시길.,제가 할 일이 있나요?,받아주실래요?,시작해볼까요?,아쉽네요,이걸 준비했다.,맘에 드나보군,나중을 기약하지.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,내가 활약할 차례야!
120062,estimia,물 에스티미아,경건함,fly_normal,rare,도와드릴게요.,풍요롭게.,두려워 마세요.,제게 맡기세요.,풍요의 기운이 함께하길.,제가 지켜드릴게요.,자연의 품에 안기세요.,숲의 고요함을 느껴봐요.,푸르른 세계가 그립군요.,평화로운 하늘와 풍요로운 대지!,잠깐의 평화를 즐겨봐요.,짧은 만큼 이 순간은 소중한 것이니까.,모두가 풍요 속에 평안하기를.,함께 평화를 만들어가도록 해요.,지금의 그 모습을 잊지마세요!,어떤 일이죠?,오늘따라 낙엽이 예쁘네요.,평안한 하루가 되시길.,제가 할 일이 있나요?,받아주실래요?,시작해볼까요?,아쉽네요,이걸 준비했다.,맘에 드나보군,나중을 기약하지.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,나도 싸울 수 있어!
120063,estimia,불 에스티미아,경건함,fly_normal,rare,도와드릴게요.,풍요롭게.,두려워 마세요.,제게 맡기세요.,풍요의 기운이 함께하길.,제가 지켜드릴게요.,자연의 품에 안기세요.,숲의 고요함을 느껴봐요.,푸르른 세계가 그립군요.,평화로운 하늘와 풍요로운 대지!,잠깐의 평화를 즐겨봐요.,짧은 만큼 이 순간은 소중한 것이니까.,모두가 풍요 속에 평안하기를.,함께 평화를 만들어가도록 해요.,지금의 그 모습을 잊지마세요!,어떤 일이죠?,오늘따라 낙엽이 예쁘네요.,평안한 하루가 되시길.,제가 할 일이 있나요?,받아주실래요?,시작해볼까요?,아쉽네요,이걸 준비했다.,맘에 드나보군,나중을 기약하지.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,발톱이 근질근질한데?
120064,estimia,빛 에스티미아,경건함,fly_normal,rare,도와드릴게요.,풍요롭게.,두려워 마세요.,제게 맡기세요.,풍요의 기운이 함께하길.,제가 지켜드릴게요.,자연의 품에 안기세요.,숲의 고요함을 느껴봐요.,푸르른 세계가 그립군요.,평화로운 하늘와 풍요로운 대지!,잠깐의 평화를 즐겨봐요.,짧은 만큼 이 순간은 소중한 것이니까.,모두가 풍요 속에 평안하기를.,함께 평화를 만들어가도록 해요.,지금의 그 모습을 잊지마세요!,어떤 일이죠?,오늘따라 낙엽이 예쁘네요.,평안한 하루가 되시길.,제가 할 일이 있나요?,받아주실래요?,시작해볼까요?,아쉽네요,이걸 준비했다.,맘에 드나보군,나중을 기약하지.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,발톱이 근질근질한데?
120065,estimia,어둠 에스티미아,경건함,fly_normal,rare,도와드릴게요.,풍요롭게.,두려워 마세요.,제게 맡기세요.,풍요의 기운이 함께하길.,제가 지켜드릴게요.,자연의 품에 안기세요.,숲의 고요함을 느껴봐요.,푸르른 세계가 그립군요.,평화로운 하늘와 풍요로운 대지!,잠깐의 평화를 즐겨봐요.,짧은 만큼 이 순간은 소중한 것이니까.,모두가 풍요 속에 평안하기를.,함께 평화를 만들어가도록 해요.,지금의 그 모습을 잊지마세요!,어떤 일이죠?,오늘따라 낙엽이 예쁘네요.,평안한 하루가 되시길.,제가 할 일이 있나요?,받아주실래요?,시작해볼까요?,아쉽네요,이걸 준비했다.,맘에 드나보군,나중을 기약하지.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,발톱이 근질근질한데?
120101,frostdragon,땅 빙하고룡,고고함,fly_slow,legend,서리의 숨결을 느껴라,내가 얼음의 주인이다!,나의 냉기는 피할 수 없지.,모조리 얼려주마!,나의 냉기에 벌벌 떨어라!,얼어 붙어라!,내가 바로 냉기의 지배자다.,내 숨결은 그 어떤 것도 얼어붙게 만들지.,"내 한기를 감당할 수 있겠는가, 테이머여.",투명한 얼음은 보는 이의 마음을 비추곤 하지.,영혼까지 얼어붙는 한기를 넌 견딜 수 있을까?,항상 냉철한 판단만이 소중한 것을 지킬 수 있다.,극한의 추위도 너를 누를 수는 없나보군.,"내 얼음이 너를 보호할 것이다, 마스터.",네 적은 죽음보다 차가운 고통 속에 빠질 것이다.,항상 네 곁에 있다.,오늘따라 추워보이는구나.,냉기가 필요한가?,모조리 얼려버리겠다.,이걸 싫어할 리가 없지.,모두 얼려버리겠다.,잠시 쉬도록 하지.,너에게 줄 것이 있다.,빙하 속에서 구한 물건이다.,아직은 줄 게 없구나.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,발톱이 근질근질한데?
